_row_id,batch_id,augment_id,augment_name,augment_img,trend,color_type,description,all_pick_rate_main,all_pick_rate_sub,avg_ranking,pick_rate_4,pick_rate_1,raw_json
106,4,20661,后期收益,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/lategamescaling2.png,0,2,每个玩家战斗回合开始时，获得2经验值。你的5费弈子们获得12%生命值和12%攻击速度  2025【赛博之城】全球总决赛,0.95,0.07,4.52,47.03,18.26,"{""id"":20661,""name"":""后期收益"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/lategamescaling2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""每个玩家战斗回合开始时，获得2经验值。你的5费弈子们获得12%生命值和12%攻击速度  2025【赛博之城】全球总决赛"",""stage"":[{""stagePickRate"":9.1,""avgRanking"":4.51},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.95,0.07],""avgRanking"":4.52,""pickRate_4"":47.03,""pickRate_1"":18.26}"
107,4,2008,打捞桶+,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/salvage2.png,2,2,立刻获得1件随机成装，并在4个玩家对战回合之后提供1个基础装备。出售弈子会将其携带的成装拆分成基础装备(冠冕系装备和纹章除外)。,0.94,0.07,4.45,52.06,12.15,"{""id"":2008,""name"":""打捞桶+"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/salvage2.png"",""trend"":2,""extraData"":{""colorType"":2,""desc"":""立刻获得1件随机成装，并在4个玩家对战回合之后提供1个基础装备。出售弈子会将其携带的成装拆分成基础装备(冠冕系装备和纹章除外)。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":3.7,""avgRanking"":4.24},{""stagePickRate"":5.37,""avgRanking"":4.6}]},""allPickRate"":[0.94,0.07],""avgRanking"":4.45,""pickRate_4"":52.06,""pickRate_1"":12.15}"
108,4,1147,后期专家,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/lategamespecialist1.png,0,1,在你到达9级时，提供36金币。,0.92,0.07,4.56,49.29,16.98,"{""id"":1147,""name"":""后期专家"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/lategamespecialist1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""在你到达9级时，提供36金币。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":8.66,""avgRanking"":4.57},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.92,0.07],""avgRanking"":4.56,""pickRate_4"":49.29,""pickRate_1"":16.98}"
109,4,1007,潘朵拉的装备,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/pandora1.png,1,1,回合开始时：你备战席上的装备会随机变化。  获得1件随机基础装备。,0.91,0.07,4.85,42.1,10.04,"{""id"":1007,""name"":""潘朵拉的装备"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/pandora1.png"",""trend"":1,""extraData"":{""colorType"":1,""desc"":""回合开始时：你备战席上的装备会随机变化。  获得1件随机基础装备。"",""stage"":[{""stagePickRate"":2.45,""avgRanking"":4.86},{""stagePickRate"":5.12,""avgRanking"":4.92},{""stagePickRate"":1.12,""avgRanking"":4.55}]},""allPickRate"":[0.91,0.07],""avgRanking"":4.85,""pickRate_4"":42.1,""pickRate_1"":10.04}"
110,4,20233,权杖意志,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/guardbreaker_sspirit2.png,0,2,获得1个【拳套】。己方弈子获得8%攻击速度和20%暴击几率。,0.9,0.07,4.42,51.56,11.8,"{""id"":20233,""name"":""权杖意志"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/guardbreaker_sspirit2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""获得1个【拳套】。己方弈子获得8%攻击速度和20%暴击几率。"",""stage"":[{""stagePickRate"":1.43,""avgRanking"":5.08},{""stagePickRate"":2.41,""avgRanking"":4.18},{""stagePickRate"":4.79,""avgRanking"":4.35}]},""allPickRate"":[0.9,0.07],""avgRanking"":4.42,""pickRate_4"":51.56,""pickRate_1"":11.8}"
111,4,30634,羁绊树,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/thetraittree3.png,1,3,获得3个随机纹章和2金币，以及1个装备重铸器。,0.89,0.07,4.67,45.52,17.67,"{""id"":30634,""name"":""羁绊树"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/thetraittree3.png"",""trend"":1,""extraData"":{""colorType"":3,""desc"":""获得3个随机纹章和2金币，以及1个装备重铸器。"",""stage"":[{""stagePickRate"":7.93,""avgRanking"":4.66},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.89,0.07],""avgRanking"":4.67,""pickRate_4"":45.52,""pickRate_1"":17.67}"
112,4,30487,饭厅,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/foodfighttactics2.png,0,2,在战斗10秒后，你的弈子获得8%攻击速度并且攻击还会扔出2个美味飞弹，造成25(【物理加成】【法术加成】)的魔法伤害。,0.86,0.06,4.73,46.11,6.76,"{""id"":30487,""name"":""饭厅"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/foodfighttactics2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""在战斗10秒后，你的弈子获得8%攻击速度并且攻击还会扔出2个美味飞弹，造成25(【物理加成】【法术加成】)的魔法伤害。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":2.39,""avgRanking"":4.75},{""stagePickRate"":5.91,""avgRanking"":4.72}]},""allPickRate"":[0.86,0.06],""avgRanking"":4.73,""pickRate_4"":46.11,""pickRate_1"":6.76}"
113,4,1714,银汤匙,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/silverspoon1.png,0,1,获得10经验值。,0.85,0.06,4.3,54.84,11.73,"{""id"":1714,""name"":""银汤匙"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/silverspoon1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""获得10经验值。"",""stage"":[{""stagePickRate"":8.16,""avgRanking"":4.3},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.85,0.06],""avgRanking"":4.3,""pickRate_4"":54.84,""pickRate_1"":11.73}"
114,4,20503,更要命的战刃,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/deadlierblades3.png,2,3,获得1个【锐利之刃】。【锐利之刃】的携带者每参与1次击杀，【锐利之刃】永久获得1%物理加成。,0.85,0.06,4.19,52.94,14.83,"{""id"":20503,""name"":""更要命的战刃"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/deadlierblades3.png"",""trend"":2,""extraData"":{""colorType"":3,""desc"":""获得1个【锐利之刃】。【锐利之刃】的携带者每参与1次击杀，【锐利之刃】永久获得1%物理加成。"",""stage"":[{""stagePickRate"":7.45,""avgRanking"":4.21},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.85,0.06],""avgRanking"":4.19,""pickRate_4"":52.94,""pickRate_1"":14.83}"
115,4,30488,九条命,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/ninelives3.png,2,3,将你的当前和最大玩家生命值设置为9。输掉战斗时，你只会损失1生命值并获得战利品。你无法获得生命值。,0.84,0.06,3.5,71.64,11.85,"{""id"":30488,""name"":""九条命"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/ninelives3.png"",""trend"":2,""extraData"":{""colorType"":3,""desc"":""将你的当前和最大玩家生命值设置为9。输掉战斗时，你只会损失1生命值并获得战利品。你无法获得生命值。"",""stage"":[{""stagePickRate"":8.06,""avgRanking"":3.49},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.84,0.06],""avgRanking"":3.5,""pickRate_4"":71.64,""pickRate_1"":11.85}"
116,4,30182,大剑溢流,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/bladeoverflow3.png,2,3,获得4个【暴风大剑】。你的【暴风大剑】提供+5%攻击速度。,0.83,0.06,4.2,57.06,7.85,"{""id"":30182,""name"":""大剑溢流"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/bladeoverflow3.png"",""trend"":2,""extraData"":{""colorType"":3,""desc"":""获得4个【暴风大剑】。你的【暴风大剑】提供+5%攻击速度。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":4.75,""avgRanking"":4.05},{""stagePickRate"":3.2,""avgRanking"":4.42}]},""allPickRate"":[0.83,0.06],""avgRanking"":4.2,""pickRate_4"":57.06,""pickRate_1"":7.85}"
117,4,10658,岩土公理,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/earthaxiom1.png,2,1,获得1个【土元素格】。该格内的弈子获得40护甲和魔法抗性。在50%生命值时，他们将2格内的敌人晕眩2秒。,0.8,0.06,4.65,47.83,8.91,"{""id"":10658,""name"":""岩土公理"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/earthaxiom1.png"",""trend"":2,""extraData"":{""colorType"":1,""desc"":""获得1个【土元素格】。该格内的弈子获得40护甲和魔法抗性。在50%生命值时，他们将2格内的敌人晕眩2秒。"",""stage"":[{""stagePickRate"":1.54,""avgRanking"":4.52},{""stagePickRate"":4.72,""avgRanking"":4.65},{""stagePickRate"":1.43,""avgRanking"":4.76}]},""allPickRate"":[0.8,0.06],""avgRanking"":4.65,""pickRate_4"":47.83,""pickRate_1"":8.91}"
118,4,20636,举重比赛,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/liftingcontest2.png,0,2,在每回合开始时，如果所有你独特的【斗士】弈子的生命值总和达到了一定数额，在下个回合开始时获得一个奖励并提高下一次的奖励阈值(至多4次)。获得【慎】和【赛恩】。  简单级举重：0/0一般级举重：0/0 困难级举重：0/0不可能级举重：0/0,0.79,0.06,4.66,50,6.59,"{""id"":20636,""name"":""举重比赛"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/liftingcontest2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""在每回合开始时，如果所有你独特的【斗士】弈子的生命值总和达到了一定数额，在下个回合开始时获得一个奖励并提高下一次的奖励阈值(至多4次)。获得【慎】和【赛恩】。  简单级举重：0/0一般级举重：0/0 困难级举重：0/0不可能级举重：0/0"",""stage"":[{""stagePickRate"":7.12,""avgRanking"":4.63},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.79,0.06],""avgRanking"":4.66,""pickRate_4"":50,""pickRate_1"":6.59}"
119,4,2124,四费小组,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/fourscore1.png,0,1,获得3名4费英雄,0.78,0.06,4.45,50,15.27,"{""id"":2124,""name"":""四费小组"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/fourscore1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""获得3名4费英雄"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":7.5,""avgRanking"":4.45}]},""allPickRate"":[0.78,0.06],""avgRanking"":4.45,""pickRate_4"":50,""pickRate_1"":15.27}"
120,4,30621,四费小组,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/fourscore1.png,0,1,获得4个随机4费弈子和4金币。,0.78,0.06,4.45,50,15.27,"{""id"":30621,""name"":""四费小组"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/fourscore1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""获得4个随机4费弈子和4金币。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":7.5,""avgRanking"":4.45}]},""allPickRate"":[0.78,0.06],""avgRanking"":4.45,""pickRate_4"":50,""pickRate_1"":15.27}"
121,4,20494,白银命运+,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/silverdestinygoldendestinyprismaticdestiny1.png,0,1,获得1个随机白银阶强化符文和4金币。,0.75,0.06,4.46,53.04,13.33,"{""id"":20494,""name"":""白银命运+"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/silverdestinygoldendestinyprismaticdestiny1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""获得1个随机白银阶强化符文和4金币。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":7.18,""avgRanking"":4.46},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.75,0.06],""avgRanking"":4.46,""pickRate_4"":53.04,""pickRate_1"":13.33}"
122,4,2764,碰撞测试假人,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/crashtestdummies2.png,2,2,获得2个【训练假人】。战斗开始时：你的【目标假人】们会将自己发射向敌人最密集的位置并将其晕眩1.25秒。,0.74,0.05,4.46,52.03,11.33,"{""id"":2764,""name"":""碰撞测试假人"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/crashtestdummies2.png"",""trend"":2,""extraData"":{""colorType"":2,""desc"":""获得2个【训练假人】。战斗开始时：你的【目标假人】们会将自己发射向敌人最密集的位置并将其晕眩1.25秒。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":1.77,""avgRanking"":4.57},{""stagePickRate"":5.39,""avgRanking"":4.42}]},""allPickRate"":[0.74,0.05],""avgRanking"":4.46,""pickRate_4"":52.03,""pickRate_1"":11.33}"
123,4,2189,纷乱头脑,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/dizzy2.png,0,2,即刻获得4个随机的1费弈子。如果玩家对战回合结束时你的备战席已满，提供3经验。,0.74,0.05,4.56,48.24,14.32,"{""id"":2189,""name"":""纷乱头脑"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/dizzy2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""即刻获得4个随机的1费弈子。如果玩家对战回合结束时你的备战席已满，提供3经验。"",""stage"":[{""stagePickRate"":7.1,""avgRanking"":4.55},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.74,0.05],""avgRanking"":4.56,""pickRate_4"":48.24,""pickRate_1"":14.32}"
124,4,20216,不侦察，不变阵,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/noscoutnopivot2.png,2,2,参与玩家对战回合后，弈子无法再回到备战席或出售。在玩家对战回合后，你的队伍获得1%生命值、1.5%物理加成和法术加成。  当前：0%【生命上限】，0.0%【物理加成】【法术加成】,0.74,0.05,3.9,61.11,18.42,"{""id"":20216,""name"":""不侦察，不变阵"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/noscoutnopivot2.png"",""trend"":2,""extraData"":{""colorType"":2,""desc"":""参与玩家对战回合后，弈子无法再回到备战席或出售。在玩家对战回合后，你的队伍获得1%生命值、1.5%物理加成和法术加成。  当前：0%【生命上限】，0.0%【物理加成】【法术加成】"",""stage"":[{""stagePickRate"":7.12,""avgRanking"":3.9},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.74,0.05],""avgRanking"":3.9,""pickRate_4"":61.11,""pickRate_1"":18.42}"
125,4,2640,了解你的敌人,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/knowyourenemy2.png,0,2,你可以看到你下一回合将要和谁战斗。你的队伍获得8%伤害增幅。如果你和你的对手有任何相同的已激活羁绊，那么转而获得15%伤害增幅。,0.73,0.05,4.45,48.22,13.6,"{""id"":2640,""name"":""了解你的敌人"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/knowyourenemy2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""你可以看到你下一回合将要和谁战斗。你的队伍获得8%伤害增幅。如果你和你的对手有任何相同的已激活羁绊，那么转而获得15%伤害增幅。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":1.87,""avgRanking"":4.36},{""stagePickRate"":5.16,""avgRanking"":4.48}]},""allPickRate"":[0.73,0.05],""avgRanking"":4.45,""pickRate_4"":48.22,""pickRate_1"":13.6}"
126,4,2995,棘刺镀板铠甲,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/thornplatedarmor2.png,0,2,获得1个【棘刺背心】。你的【棘刺背心】多造成20-170%伤害(基于阶段)。,0.73,0.05,4.33,51.03,10.38,"{""id"":2995,""name"":""棘刺镀板铠甲"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/thornplatedarmor2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""获得1个【棘刺背心】。你的【棘刺背心】多造成20-170%伤害(基于阶段)。"",""stage"":[{""stagePickRate"":3.93,""avgRanking"":4.13},{""stagePickRate"":2.81,""avgRanking"":4.49},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[0.73,0.05],""avgRanking"":4.33,""pickRate_4"":51.03,""pickRate_1"":10.38}"
127,4,10632,双子守护神,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/twinguardians1.png,2,1,如果你的第一排有且只有2个弈子，为他们提供100额外生命值、45护甲和45魔抗。,0.72,0.05,4.37,52.53,9.85,"{""id"":10632,""name"":""双子守护神"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/twinguardians1.png"",""trend"":2,""extraData"":{""colorType"":1,""desc"":""如果你的第一排有且只有2个弈子，为他们提供100额外生命值、45护甲和45魔抗。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":5.43,""avgRanking"":4.36},{""stagePickRate"":1.54,""avgRanking"":4.41}]},""allPickRate"":[0.72,0.05],""avgRanking"":4.37,""pickRate_4"":52.53,""pickRate_1"":9.85}"
128,4,30180,腰带溢流,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/beltoverflow3.png,0,3,获得4个【巨人腰带】。你的【巨人腰带】提供+85额外生命值。,0.72,0.05,4.65,48.8,6.58,"{""id"":30180,""name"":""腰带溢流"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/beltoverflow3.png"",""trend"":0,""extraData"":{""colorType"":3,""desc"":""获得4个【巨人腰带】。你的【巨人腰带】提供+85额外生命值。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":3.75,""avgRanking"":4.4},{""stagePickRate"":3.2,""avgRanking"":4.96}]},""allPickRate"":[0.72,0.05],""avgRanking"":4.65,""pickRate_4"":48.8,""pickRate_1"":6.58}"
129,4,1068,秘法帮派,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/bandthieves1.png,0,1,获得1个秘法手套,0.72,0.05,4.34,51.8,12.95,"{""id"":1068,""name"":""秘法帮派"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/bandthieves1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""获得1个秘法手套"",""stage"":[{""stagePickRate"":1.29,""avgRanking"":3.88},{""stagePickRate"":4.14,""avgRanking"":4.42},{""stagePickRate"":1.47,""avgRanking"":4.52}]},""allPickRate"":[0.72,0.05],""avgRanking"":4.34,""pickRate_4"":51.8,""pickRate_1"":12.95}"
130,4,30234,三项赛 II,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/trifecta3.png,2,3,获得3个3费英雄。友军获得5%攻击速度。战斗开始时：3个随机3费英雄获得300生命值和25%攻击速度。,0.71,0.05,4.19,59.09,3.93,"{""id"":30234,""name"":""三项赛 II"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/trifecta3.png"",""trend"":2,""extraData"":{""colorType"":3,""desc"":""获得3个3费英雄。友军获得5%攻击速度。战斗开始时：3个随机3费英雄获得300生命值和25%攻击速度。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":6.79,""avgRanking"":4.19}]},""allPickRate"":[0.71,0.05],""avgRanking"":4.19,""pickRate_4"":59.09,""pickRate_1"":3.93}"
